"DATUM","PRUMERNA_DENNI_TEPLOTA","MAX_NARAZ_VETRU_M_S","MAX_RYCHLOST_VETRU_M_S","SOUHRN_SRAZEK_MM","SNEZENI_CM","DELKA_SLUN_SVITU"
"2025-03-23",9.325,"8.50","3.70",2,0,0.46
"2025-03-24",9.925,"5.10","2.33",0.1,0,10.99
"2025-03-25",9.025,"6.40","1.84",1.8,0,10.25
"2025-03-26",6.725,"6.10","2.95",2.8,0,0
"2025-03-27",7.55,"8.00","3.25",0.1,0,9.93
"2025-03-28",7.65,"6.10","2.10",0,0,11.62
"2025-03-29",9.625,"9.90","5.46",2.2,0,1.6
"2025-03-30",7.9,"9.40","5.23",0.5,0,7.76
"2025-03-31",6.75,"9.90","4.92",1.4,0.07,9.06
"2025-04-01",7.575,"9.80","4.46",0.6,0,8.02
"2025-04-02",9.825,"9.20","4.74",0,0,9.61
"2025-04-03",10.45,"6.20","2.47",0,0,11.91
"2025-04-04",11.875,"4.20","1.64",0,0,11.94
"2025-04-05",7.65,"9.70","5.70",0,0,11.98
"2025-04-06",1.95,"9.50","5.17",0,0,7.64
"2025-04-07",4.65,"9.70","4.59",0.2,0,4.59
"2025-04-08",7.875,"9.80","3.77",0.1,0,10
"2025-04-09",8.2,"7.20","2.88",0,0,6.95
"2025-04-10",7.55,"9.50","5.28",0,0,7.53
"2025-04-11",10.55,"8.80","5.83",0,0,10
"2025-04-12",13.075,"7.00","3.49",0,0,12.14
"2025-04-13",14.35,"7.00","3.07",0,0,8.05
"2025-04-14",16.05,"9.80","3.19",1.8,0,11.82
"2025-04-15",16.1,"8.90","6.05",0.3,0,4.09
"2025-04-16",18.95,"9.70","5.15",0.1,0,12.33
"2025-04-17",20.6,"9.90","6.72",0,0,10.18
"2025-04-18",11.425,"9.90","4.87",13,0,0.18
"2025-04-19",11.775,"8.30","3.33",0.1,0,10.36
"2025-04-20",15.775,"7.70","3.58",0.1,0,12.64
"2025-04-21",15.1,"9.30","3.86",1.4,0,11.17
"2025-04-22",15.175,"9.90","3.96",0,0,12.98
"2025-04-23",15.675,"5.80","2.84",0.1,0,11.19
"2025-04-24",13.025,"7.50","3.12",9,0,1.12
"2025-04-25",10.075,"9.70","4.08",17.1,0,0
"2025-04-26",10.425,"8.90","4.07",0.1,0,13.34
"2025-04-27",10.325,"8.20","3.21",0,0,13.39
"2025-04-28",12.625,"5.90","2.11",0,0,13.45
"2025-04-29",15.425,"5.70","2.86",0,0,13.5
"2025-04-30",17.725,"6.00","1.91",0,0,13.55
"2025-05-01",18.5,"6.30","2.42",0,0,13.6
"2025-05-02",21.35,"9.60","4.40",0,0,13.65
"2025-05-03",19.075,"9.70","4.62",0.4,0,10.84
"2025-05-04",12.95,"9.90","5.75",2.5,0,9
"2025-05-05",10.225,"9.20","4.54",0,0,4.1
"2025-05-06",10.45,"9.20","3.18",0,0,13.29
"2025-05-07",10.9,"8.90","3.45",0.3,0,7.69
"2025-05-08",10.475,"9.80","4.15",0,0,10.52
"2025-05-09",10.95,"9.90","3.68",0,0,13.76
"2025-05-10",14.525,"9.50","4.58",0,0,12.29
